PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2,Target
9.09,9.09,4.55,0,9.09,4.55,0,9.09,4.55,9.09,4.55,0,4.55,0,18.18,4.55,0,0,4.55,4.55,0.1426,0.1218,1
6.67,0,3.33,10,0,3.33,3.33,10,3.33,13.33,3.33,10,0,10,6.67,6.67,3.33,0,0,6.67,0.0758,0.084,1
21.43,0,21.43,7.14,0,0,0,0,0,0,0,0,0,0,0,0,14.29,21.43,0,14.29,0.0742,0.0809,1
16.67,0,8.33,0,0,25,8.33,0,8.33,8.33,0,0,0,0,8.33,0,16.67,0,0,0,0.0608,0.1133,1
0,0,0,0,0,38.46,7.69,0,7.69,7.69,0,0,7.69,7.69,0,7.69,0,7.69,7.69,0,0.0921,0.0892,1
5.56,0,5.56,16.67,0,16.67,0,0,5.56,11.11,0,0,0,0,5.56,5.56,0,5.56,16.67,5.56,0.1213,0.1488,1
14.29,4.76,9.52,4.76,0,14.29,0,0,4.76,4.76,4.76,9.52,9.52,9.52,4.76,0,0,4.76,0,0,0.0804,0.0625,1
10,0,10,0,0,10,15,5,10,0,0,0,0,0,10,5,10,10,0,5,0.1059,0.0912,1
0,0,3.33,20,3.33,0,3.33,13.33,20,3.33,6.67,6.67,0,3.33,0,3.33,3.33,0,6.67,3.33,0.0813,0.105,1
16.67,0,8.33,0,0,0,0,8.33,16.67,0,8.33,0,0,0,8.33,16.67,0,8.33,8.33,0,0.1375,0.0775,1
8,0,4,8,4,4,0,8,16,12,0,4,0,4,8,8,0,12,0,0,0.0749,0.1081,1
7.14,0,0,0,7.14,3.57,3.57,0,25,14.29,0,7.14,0,3.57,14.29,0,0,7.14,0,7.14,0.0962,0.1497,1
5.88,11.76,0,11.76,5.88,5.88,5.88,11.76,11.76,0,0,0,5.88,0,11.76,5.88,0,0,0,5.88,0.0948,0.0965,1
4.76,0,4.76,19.05,4.76,4.76,0,4.76,0,9.52,9.52,9.52,14.29,0,14.29,0,0,0,0,0,0.0917,0.0965,1
10.34,0,3.45,3.45,0,10.34,0,6.9,10.34,3.45,6.9,3.45,6.9,6.9,0,6.9,10.34,3.45,0,6.9,0.0686,0.083,1
0,5.88,0,0,5.88,17.65,5.88,11.76,0,0,17.65,11.76,0,0,0,5.88,5.88,5.88,0,5.88,0.0375,0.05,1
15,0,5,0,0,0,0,0,10,5,5,5,5,0,25,10,10,0,0,5,0.0723,0.0769,1
0,6.25,12.5,6.25,0,0,0,12.5,0,18.75,0,0,0,0,18.75,6.25,0,0,18.75,0,0.1246,0.1575,1
0,0,16.67,23.33,0,0,0,6.67,16.67,3.33,3.33,0,0,6.67,0,3.33,6.67,0,6.67,6.67,0.0775,0.1073,1
0,0,0,0,0,0,0,16.67,0,25,0,8.33,0,0,0,8.33,16.67,8.33,0,16.67,0.0471,0.0428,1
15,5,15,5,0,0,0,10,0,5,10,0,15,0,0,5,10,0,0,5,0.0648,0.0595,1
21.43,0,0,0,0,0,0,0,14.29,7.14,0,7.14,0,0,0,0,7.14,28.57,0,14.29,0.0564,0.0693,1
5,0,0,5,5,10,5,0,0,5,5,15,5,0,5,5,10,10,10,0,0.092,0.0838,1
3.85,3.85,3.85,3.85,3.85,3.85,0,7.69,0,3.85,0,7.69,7.69,0,19.23,7.69,3.85,0,0,19.23,0.1082,0.1339,1
12.5,0,0,6.25,6.25,0,0,0,12.5,31.25,0,0,0,0,12.5,6.25,0,12.5,0,0,0.0412,0.0567,1
9.09,0,18.18,0,0,0,0,9.09,9.09,18.18,0,18.18,0,0,0,9.09,0,0,9.09,0,0.1135,0.073,1
3.57,3.57,0,3.57,3.57,3.57,3.57,7.14,10.71,3.57,14.29,3.57,3.57,3.57,3.57,7.14,7.14,14.29,0,0,0.0721,0.0602,1
14.29,0,7.14,7.14,7.14,7.14,0,14.29,14.29,14.29,0,0,0,0,7.14,0,0,0,7.14,0,0.1172,0.1455,1
0,6.67,0,3.33,0,0,6.67,6.67,3.33,3.33,6.67,0,10,0,6.67,10,26.67,3.33,3.33,3.33,0.0486,0.0655,1
10,0,0,0,3.33,13.33,3.33,10,6.67,3.33,0,10,3.33,0,13.33,3.33,6.67,10,0,3.33,0.1151,0.1004,1
0,16.67,3.33,3.33,6.67,16.67,0,0,3.33,3.33,3.33,10,13.33,0,0,3.33,10,3.33,3.33,0,0.0562,0.0668,1
4.55,4.55,0,4.55,9.09,9.09,9.09,9.09,0,13.64,4.55,0,9.09,0,0,13.64,0,4.55,4.55,0,0.0583,0.0473,1
20,5,0,0,0,20,0,0,0,5,15,0,5,5,5,5,5,10,0,0,0.0518,0.0515,1
7.69,0,7.69,0,15.38,15.38,0,15.38,0,15.38,0,7.69,0,0,0,0,7.69,0,7.69,0,0.0777,0.1131,1
0,0,6.25,0,0,0,6.25,12.5,31.25,0,0,6.25,6.25,0,6.25,0,12.5,0,6.25,6.25,0.1162,0.0941,1
5,0,10,5,0,0,10,0,10,0,15,5,5,0,5,0,15,15,0,0,0.0826,0.0484,1
0,6.67,6.67,0,6.67,0,0,6.67,0,6.67,6.67,20,13.33,0,0,20,0,0,6.67,0,0.0619,0.0597,1
20,0,0,0,6.67,6.67,0,0,0,6.67,0,0,13.33,0,0,6.67,20,13.33,0,6.67,0.0276,0.0403,1
0,0,3.57,0,3.57,3.57,3.57,10.71,3.57,3.57,21.43,0,0,3.57,17.86,3.57,7.14,14.29,0,0,0.0533,0.0728,1
0,0,0,0,10,10,0,0,50,0,0,0,0,0,30,0,0,0,0,0,0.0941,0.0979,1
3.7,14.81,0,3.7,11.11,11.11,0,0,7.41,0,3.7,3.7,11.11,0,3.7,14.81,7.41,3.7,0,0,0.0777,0.067,1
0,8.7,4.35,0,4.35,4.35,4.35,0,8.7,34.78,0,13.04,0,0,8.7,0,0,8.7,0,0,0.0902,0.1108,1
0,0,13.33,6.67,6.67,0,0,6.67,0,13.33,0,6.67,6.67,0,13.33,0,13.33,0,0,13.33,0.0892,0.0976,1
16,0,0,0,32,8,8,4,8,8,0,0,0,0,8,0,4,4,0,0,0.1057,0.1109,1
5.88,0,0,0,11.76,5.88,0,0,0,29.41,5.88,0,0,0,0,5.88,11.76,11.76,0,11.76,0.0397,0.041,1
7.41,3.7,3.7,3.7,3.7,3.7,3.7,3.7,0,7.41,3.7,7.41,3.7,0,11.11,7.41,0,11.11,0,14.81,0.0737,0.0737,1
0,0,14.29,0,0,4.76,14.29,4.76,14.29,4.76,0,4.76,0,4.76,14.29,0,4.76,14.29,0,0,0.0844,0.0669,1
7.69,7.69,0,0,7.69,15.38,0,0,7.69,7.69,0,0,7.69,0,0,7.69,0,7.69,23.08,0,0.0709,0.0955,1
0,0,0,0,0,10,0,0,20,0,0,0,0,0,70,0,0,0,0,0,0.0461,0.0351,1
8.33,0,0,4.17,0,20.83,4.17,4.17,12.5,0,12.5,0,4.17,8.33,4.17,0,12.5,4.17,0,0,0.0756,0.0647,1
11.54,0,0,3.85,0,7.69,7.69,7.69,3.85,19.23,0,0,7.69,3.85,0,7.69,0,19.23,0,0,0.0458,0.0645,1
0,12.5,0,0,6.25,6.25,12.5,12.5,6.25,6.25,6.25,0,0,0,0,0,12.5,12.5,6.25,0,0.0579,0.0682,1
4.76,4.76,19.05,9.52,0,9.52,0,4.76,0,0,0,9.52,4.76,0,4.76,0,4.76,19.05,4.76,0,0.0686,0.0974,1
0,0,0,0,0,0,0,0,16.67,0,0,5.56,0,0,61.11,0,0,0,16.67,0,0.0414,0.0652,1
20,0,0,0,0,0,6.67,0,33.33,6.67,0,6.67,0,0,6.67,0,6.67,6.67,0,6.67,0.0872,0.0674,1
10.71,7.14,0,0,0,17.86,3.57,7.14,3.57,3.57,3.57,10.71,7.14,0,7.14,0,10.71,3.57,0,3.57,0.0789,0.0738,1
7.41,3.7,0,0,3.7,3.7,11.11,3.7,18.52,0,0,3.7,0,0,22.22,3.7,3.7,7.41,0,7.41,0.0838,0.0839,1
7.14,0,7.14,0,10.71,3.57,7.14,14.29,3.57,10.71,0,0,7.14,0,3.57,3.57,7.14,10.71,3.57,0,0.0781,0.0852,1
0,0,7.69,0,7.69,0,0,0,7.69,23.08,7.69,7.69,15.38,0,0,0,7.69,15.38,0,0,0.0712,0.0465,1
33.33,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,57.14,0,0,0,0,0,0.1298,0.1853,1
4.76,0,0,4.76,0,4.76,0,4.76,4.76,9.52,9.52,9.52,9.52,4.76,0,9.52,14.29,4.76,0,4.76,0.0581,0.0497,1
7.69,7.69,7.69,0,7.69,15.38,7.69,0,0,15.38,0,7.69,7.69,0,0,0,7.69,0,7.69,0,0.0854,0.0471,1
16.67,6.67,6.67,0,10,13.33,3.33,3.33,0,0,0,10,6.67,0,0,0,0,13.33,6.67,3.33,0.0861,0.0663,1
4.17,0,4.17,4.17,8.33,8.33,0,16.67,8.33,0,0,0,0,0,16.67,4.17,0,12.5,4.17,8.33,0.0968,0.1437,1
0,27.78,0,0,5.56,16.67,0,0,5.56,5.56,0,0,0,0,16.67,5.56,0,11.11,0,5.56,0.0582,0.0881,1
14.81,0,3.7,0,3.7,7.41,3.7,0,7.41,3.7,3.7,0,7.41,0,0,11.11,22.22,7.41,0,3.7,0.051,0.0449,1
13.33,0,6.67,0,0,20,0,0,13.33,0,0,0,0,0,20,13.33,6.67,6.67,0,0,0.1637,0.0597,1
15,0,5,5,10,10,0,5,0,5,10,10,5,5,0,10,5,0,0,0,0.0542,0.0616,1
0,3.57,0,0,14.29,0,7.14,3.57,21.43,3.57,7.14,0,0,3.57,10.71,3.57,10.71,7.14,0,3.57,0.0903,0.0927,1
11.76,5.88,5.88,11.76,0,0,0,5.88,0,17.65,5.88,0,5.88,0,5.88,5.88,5.88,5.88,0,5.88,0.0787,0.0742,1
0,9.52,4.76,28.57,0,0,0,4.76,14.29,0,0,0,0,0,0,0,19.05,0,9.52,9.52,0.1017,0.081,1
15,0,5,10,0,0,0,10,20,0,0,10,0,0,0,20,0,10,0,0,0.0866,0.0659,1
7.69,7.69,3.85,0,7.69,3.85,0,7.69,11.54,7.69,7.69,0,0,3.85,3.85,7.69,3.85,7.69,3.85,3.85,0.0571,0.072,1
15.38,0,0,7.69,0,0,0,0,30.77,7.69,0,0,0,0,0,0,7.69,23.08,0,7.69,0.0565,0.0563,1
10,13.33,3.33,3.33,0,3.33,3.33,6.67,3.33,10,3.33,6.67,3.33,0,0,13.33,6.67,6.67,3.33,0,0.0478,0.0561,1
3.57,0,0,0,3.57,3.57,7.14,17.86,10.71,0,10.71,3.57,0,3.57,17.86,3.57,0,7.14,7.14,0,0.0837,0.0889,1
9.52,0,0,0,0,19.05,0,4.76,4.76,4.76,9.52,0,19.05,4.76,9.52,0,4.76,9.52,0,0,0.0691,0.0909,1
25,0,0,5,0,15,0,5,5,5,0,0,5,0,10,0,0,10,10,5,0.1149,0.0813,1
3.57,3.57,0,0,3.57,0,3.57,7.14,17.86,7.14,0,0,0,0,28.57,3.57,7.14,7.14,3.57,3.57,0.0696,0.0646,1
4.76,9.52,0,4.76,0,19.05,4.76,0,4.76,0,4.76,0,4.76,0,28.57,4.76,4.76,0,0,4.76,0.1145,0.1019,1
0,4.17,4.17,4.17,4.17,4.17,8.33,0,8.33,20.83,0,0,4.17,0,25,0,0,4.17,4.17,4.17,0.1213,0.1358,1
9.09,0,0,9.09,0,0,4.55,0,4.55,4.55,0,4.55,0,0,40.91,4.55,4.55,9.09,4.55,0,0.1015,0.0961,1
14.29,9.52,4.76,9.52,4.76,4.76,0,4.76,4.76,4.76,4.76,0,0,9.52,4.76,0,9.52,9.52,0,0,0.0775,0.0852,1
3.85,7.69,0,0,7.69,0,7.69,7.69,3.85,15.38,0,7.69,7.69,0,7.69,3.85,15.38,0,0,3.85,0.092,0.0598,1
0,0,4.17,4.17,0,12.5,4.17,0,4.17,4.17,8.33,4.17,16.67,4.17,8.33,4.17,4.17,12.5,0,4.17,0.0693,0.0717,1
15,0,5,5,5,5,0,5,0,15,0,15,10,0,0,5,5,10,0,0,0.0514,0.0515,1
22.73,0,4.55,0,4.55,4.55,0,4.55,9.09,9.09,9.09,0,0,0,13.64,4.55,9.09,0,4.55,0,0.1023,0.0965,1
0,7.14,7.14,0,3.57,0,3.57,10.71,7.14,3.57,0,3.57,7.14,3.57,32.14,0,3.57,7.14,0,0,0.0979,0.0854,1
4.55,13.64,0,0,9.09,0,0,0,9.09,0,4.55,13.64,4.55,0,9.09,0,18.18,13.64,0,0,0.0528,0.0565,1
16.67,16.67,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,22.22,22.22,0,0,0.0202,0.0192,1
0,0,4.76,9.52,14.29,0,9.52,4.76,4.76,0,9.52,0,4.76,0,4.76,4.76,4.76,19.05,4.76,0,0.0656,0.0891,1
0,0,7.69,0,0,15.38,0,0,7.69,7.69,0,0,7.69,0,0,15.38,7.69,15.38,15.38,0,0.0701,0.1032,1
0,23.81,0,0,4.76,23.81,0,4.76,4.76,9.52,9.52,4.76,0,0,0,0,9.52,0,4.76,0,0.0585,0.0444,1
7.41,14.81,0,0,0,7.41,0,3.7,11.11,0,7.41,0,7.41,0,11.11,3.7,11.11,7.41,0,7.41,0.1051,0.0849,1
0,6.25,12.5,0,12.5,25,0,6.25,0,0,0,6.25,0,6.25,12.5,0,0,0,6.25,6.25,0.1097,0.1283,1
28.57,0,0,0,0,0,0,0,14.29,21.43,0,0,7.14,0,14.29,0,0,14.29,0,0,0.0284,0.0524,1
31.03,0,0,0,0,3.45,0,3.45,20.69,20.69,0,3.45,0,3.45,0,0,3.45,6.9,3.45,0,0.0803,0.1078,1
8.33,0,0,8.33,8.33,8.33,0,8.33,8.33,8.33,0,0,0,0,0,8.33,0,16.67,8.33,8.33,0.1202,0.0586,1
0,4.76,4.76,0,9.52,9.52,0,9.52,19.05,0,4.76,0,9.52,0,14.29,0,4.76,4.76,4.76,0,0.0884,0.0963,1
22.73,0,0,4.55,0,0,0,0,9.09,0,0,4.55,0,0,59.09,0,0,0,0,0,0.1118,0.1407,1
12.5,0,0,0,0,8.33,4.17,8.33,20.83,20.83,0,0,4.17,0,8.33,0,4.17,4.17,0,4.17,0.0913,0.1471,1
14.29,0,7.14,0,0,14.29,0,7.14,7.14,14.29,7.14,0,0,7.14,14.29,0,0,0,7.14,0,0.1161,0.1094,1
17.65,5.88,0,17.65,0,5.88,0,5.88,5.88,5.88,0,0,5.88,0,0,0,17.65,5.88,5.88,0,0.0935,0.0796,1
4.55,9.09,4.55,0,4.55,4.55,0,9.09,13.64,18.18,0,0,4.55,0,13.64,0,9.09,0,4.55,0,0.1319,0.1243,1
6.67,16.67,3.33,0,6.67,6.67,0,3.33,3.33,3.33,6.67,3.33,13.33,0,0,6.67,3.33,13.33,3.33,0,0.047,0.0519,1
20,10,6.67,6.67,0,0,3.33,10,10,3.33,6.67,0,0,0,3.33,0,13.33,3.33,0,3.33,0.074,0.082,1
5.88,0,0,5.88,0,17.65,0,0,5.88,0,5.88,5.88,23.53,0,17.65,5.88,0,0,0,5.88,0.0949,0.1099,1
0,0,6.67,0,6.67,0,0,0,6.67,20,6.67,6.67,13.33,0,0,6.67,6.67,13.33,0,6.67,0.0701,0.0493,1
9.52,0,4.76,0,4.76,14.29,4.76,4.76,0,0,0,0,9.52,4.76,14.29,4.76,4.76,14.29,0,4.76,0.0621,0.073,1
4.76,4.76,4.76,0,4.76,28.57,0,0,0,4.76,0,0,0,4.76,9.52,9.52,14.29,9.52,0,0,0.0516,0.0821,1
17.24,6.9,3.45,3.45,3.45,0,3.45,3.45,3.45,6.9,6.9,0,10.34,3.45,3.45,3.45,3.45,13.79,0,3.45,0.0692,0.062,1
0,27.78,0,0,5.56,11.11,0,0,0,11.11,0,5.56,0,0,27.78,0,5.56,5.56,0,0,0.0978,0.155,1
0,8,4,4,8,4,8,4,4,0,20,8,0,0,4,0,4,12,4,4,0.0623,0.08,1
15.79,0,0,0,0,0,0,5.26,15.79,5.26,10.53,0,0,0,10.53,5.26,5.26,5.26,21.05,0,0.1272,0.1419,1
5,0,10,0,0,0,10,5,5,0,0,10,5,5,15,0,5,10,5,10,0.0772,0.1127,1
0,0,23.08,15.38,7.69,7.69,0,0,0,23.08,0,0,7.69,0,15.38,0,0,0,0,0,0.1014,0.1119,1
9.09,9.09,4.55,4.55,0,0,4.55,4.55,0,4.55,0,9.09,4.55,0,4.55,9.09,13.64,13.64,0,4.55,0.0419,0.0509,1
3.57,7.14,0,3.57,3.57,0,0,7.14,17.86,10.71,3.57,0,7.14,0,7.14,3.57,3.57,14.29,3.57,3.57,0.0951,0.115,1
29.41,0,0,0,0,0,0,0,17.65,23.53,0,0,5.88,0,11.76,0,0,11.76,0,0,0.0481,0.0697,1
0,0,0,0,0,0,6.67,20,0,40,0,6.67,0,0,0,6.67,0,6.67,6.67,6.67,0.0395,0.0403,1
22.22,0,5.56,0,5.56,5.56,0,0,11.11,16.67,0,0,0,0,11.11,5.56,0,0,16.67,0,0.151,0.132,1
0,7.69,0,0,0,0,7.69,7.69,0,15.38,7.69,0,38.46,0,0,0,7.69,0,7.69,0,0.0533,0.0328,1
7.69,3.85,0,3.85,3.85,3.85,7.69,3.85,15.38,7.69,7.69,0,3.85,0,7.69,7.69,3.85,0,7.69,3.85,0.1121,0.0811,1
0,0,8.33,0,0,0,0,8.33,0,0,25,33.33,0,8.33,0,0,0,16.67,0,0,0.0507,0.063,1
0,4.55,0,0,4.55,4.55,0,0,13.64,4.55,9.09,13.64,0,0,9.09,4.55,18.18,13.64,0,0,0.0769,0.0917,1
21.43,0,21.43,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,28.57,0,0,0.0708,0.0359,1
14.29,4.76,0,9.52,4.76,0,9.52,0,9.52,4.76,4.76,4.76,0,0,14.29,9.52,4.76,4.76,0,0,0.0802,0.0966,1
3.33,16.67,0,3.33,3.33,6.67,0,6.67,0,6.67,10,0,10,0,0,10,13.33,3.33,3.33,3.33,0.0379,0.0477,1
23.53,5.88,11.76,0,0,0,0,0,5.88,5.88,0,0,5.88,5.88,5.88,17.65,0,11.76,0,0,0.0614,0.0662,1
4.35,13.04,0,0,4.35,4.35,4.35,0,13.04,0,4.35,0,0,0,39.13,8.7,0,0,0,4.35,0.0719,0.1215,1
23.53,0,0,0,5.88,11.76,0,0,0,41.18,5.88,5.88,0,5.88,0,0,0,0,0,0,0.0504,0.0441,1
26.09,0,0,0,13.04,0,0,0,8.7,0,4.35,0,0,4.35,26.09,0,8.7,0,0,8.7,0.1217,0.1419,1
0,0,4.76,0,9.52,0,4.76,14.29,4.76,0,4.76,9.52,4.76,0,0,9.52,4.76,14.29,4.76,9.52,0.0702,0.0747,1
12,12,4,0,0,0,4,0,0,8,8,12,0,4,4,4,4,12,4,8,0.0729,0.0761,1
6.25,12.5,0,0,0,12.5,6.25,6.25,6.25,6.25,6.25,0,0,0,12.5,6.25,12.5,0,0,6.25,0.0598,0.0918,1
4,4,0,0,20,8,4,0,16,16,8,0,0,0,4,0,8,8,0,0,0.1014,0.1007,1
15.38,0,0,0,0,7.69,0,0,15.38,23.08,0,0,0,0,15.38,0,7.69,15.38,0,0,0.0317,0.0538,1
0,6.25,12.5,12.5,12.5,0,6.25,0,0,0,0,6.25,0,0,18.75,6.25,6.25,12.5,0,0,0.1274,0.0747,1
0,10,3.33,0,6.67,10,6.67,3.33,0,0,3.33,3.33,6.67,10,0,6.67,16.67,3.33,3.33,6.67,0.0546,0.063,1
4.17,12.5,4.17,0,8.33,4.17,8.33,0,4.17,4.17,8.33,8.33,8.33,0,0,4.17,4.17,8.33,4.17,4.17,0.0521,0.0624,1
9.09,18.18,4.55,0,9.09,18.18,0,4.55,0,9.09,0,4.55,0,0,0,4.55,4.55,4.55,4.55,4.55,0.0666,0.0532,1
0,0,10,0,0,0,0,5,20,20,0,5,0,0,15,5,0,5,15,0,0.1347,0.1678,1
5,5,5,0,0,20,0,5,20,0,5,5,0,0,0,5,15,10,0,0,0.064,0.0489,1
0,11.11,5.56,0,0,11.11,5.56,0,16.67,0,0,5.56,5.56,0,16.67,0,16.67,5.56,0,0,0.0613,0.0687,1
12.5,0,0,0,0,6.25,0,6.25,0,37.5,0,0,0,0,0,6.25,0,6.25,25,0,0.0788,0.0224,1
37.04,0,3.7,0,0,0,0,3.7,44.44,0,3.7,0,0,3.7,0,0,0,0,3.7,0,0.0918,0.14,1
15.38,0,15.38,0,15.38,0,0,0,0,7.69,0,0,0,0,0,7.69,0,23.08,0,15.38,0.0758,0.0731,1
3.7,0,3.7,0,7.41,0,0,11.11,14.81,18.52,0,0,0,3.7,33.33,3.7,0,0,0,0,0.0808,0.0687,1
18.18,0,0,0,13.64,4.55,9.09,4.55,0,4.55,4.55,4.55,4.55,4.55,0,4.55,4.55,9.09,4.55,4.55,0.0425,0.0579,1
17.39,0,8.7,4.35,0,0,0,0,0,4.35,0,13.04,0,0,17.39,0,8.7,21.74,4.35,0,0.1085,0.1122,1
3.33,20,0,3.33,0,10,0,6.67,6.67,3.33,0,3.33,6.67,0,3.33,16.67,0,10,0,6.67,0.0616,0.0622,1
33.33,4.17,0,0,4.17,8.33,0,8.33,0,16.67,4.17,0,0,0,0,4.17,4.17,8.33,4.17,0,0.0403,0.0478,1
4,0,4,0,8,8,0,4,4,20,0,16,0,12,4,4,8,0,0,4,0.093,0.0905,1
4.17,4.17,8.33,0,4.17,12.5,0,8.33,0,8.33,0,16.67,8.33,0,8.33,0,4.17,8.33,0,4.17,0.0874,0.0635,1
8,0,0,0,0,8,8,4,8,24,0,0,8,0,0,12,0,20,0,0,0.048,0.0626,1
7.69,0,0,0,0,7.69,0,15.38,0,15.38,15.38,0,0,7.69,15.38,0,15.38,0,0,0,0.101,0.0742,1
9.09,0,0,9.09,0,0,4.55,4.55,18.18,9.09,9.09,0,0,0,4.55,13.64,13.64,0,4.55,0,0.103,0.0892,1
0,0,0,7.69,7.69,15.38,7.69,23.08,0,15.38,0,7.69,0,0,0,0,0,0,15.38,0,0.1069,0.0933,1
30,0,0,10,0,20,0,10,0,0,10,10,0,0,0,0,0,10,0,0,0.0623,0.0564,1
0,4.35,4.35,4.35,0,0,4.35,13.04,4.35,0,8.7,8.7,8.7,4.35,4.35,4.35,17.39,8.7,0,0,0.0741,0.0491,1
7.41,3.7,0,0,3.7,3.7,14.81,3.7,7.41,0,3.7,7.41,0,3.7,11.11,3.7,7.41,11.11,7.41,0,0.1014,0.072,1
5,0,5,0,0,25,0,5,10,40,0,0,5,0,0,0,0,5,0,0,0.0595,0.0831,1
0,0,6.67,20,3.33,0,0,10,20,3.33,3.33,6.67,3.33,6.67,0,3.33,3.33,0,6.67,3.33,0.0846,0.1101,1
0,0,4.55,0,9.09,9.09,0,0,9.09,0,4.55,13.64,9.09,4.55,4.55,9.09,9.09,4.55,9.09,0,0.0923,0.0621,1
11.54,0,0,0,0,7.69,7.69,3.85,7.69,23.08,3.85,0,7.69,0,0,11.54,0,15.38,0,0,0.0467,0.0659,1
0,8.33,0,8.33,8.33,8.33,8.33,0,8.33,16.67,8.33,0,8.33,0,0,0,0,8.33,8.33,0,0.0853,0.1002,1
9.09,0,13.64,0,9.09,4.55,0,4.55,0,4.55,9.09,4.55,0,4.55,4.55,4.55,18.18,4.55,0,4.55,0.0797,0.0745,1
0,6.67,6.67,0,13.33,20,0,13.33,0,6.67,6.67,0,0,0,6.67,0,6.67,6.67,0,6.67,0.1097,0.0621,1
0,0,0,8.33,0,25,8.33,8.33,0,0,0,16.67,0,0,8.33,0,0,8.33,8.33,8.33,0.1047,0.0915,1
3.33,20,3.33,6.67,3.33,6.67,0,10,3.33,3.33,0,6.67,6.67,0,3.33,6.67,3.33,6.67,3.33,3.33,0.0729,0.0613,1
0,0,0,0,5.88,11.76,0,0,0,35.29,5.88,11.76,0,5.88,0,11.76,11.76,0,0,0,0.0374,0.0617,1
13.33,0,6.67,0,0,20,6.67,0,6.67,13.33,6.67,0,0,0,13.33,13.33,0,0,0,0,0.1095,0.106,1
7.69,7.69,0,0,7.69,23.08,0,0,7.69,0,7.69,7.69,7.69,0,0,0,7.69,0,15.38,0,0.0974,0.0948,1
0,0,0,3.7,7.41,0,3.7,7.41,11.11,11.11,3.7,0,7.41,3.7,18.52,0,3.7,11.11,0,7.41,0.0844,0.1146,1
5,5,0,0,5,5,5,5,5,15,5,0,5,0,0,0,5,25,10,0,0.0686,0.0624,1
0,10,15,5,5,0,0,0,5,10,5,0,0,0,5,10,0,10,20,0,0.1234,0.1197,1
0,0,6.67,0,13.33,6.67,0,0,6.67,13.33,13.33,6.67,0,6.67,6.67,6.67,6.67,6.67,0,0,0.0844,0.0478,1
17.65,0,5.88,0,5.88,5.88,0,5.88,5.88,11.76,5.88,5.88,0,0,0,0,0,11.76,5.88,11.76,0.0888,0.0915,1
0,5,20,0,10,0,0,5,10,15,0,0,0,0,5,10,0,0,15,5,0.1222,0.1377,1
9.09,0,0,0,0,0,9.09,27.27,9.09,0,9.09,0,9.09,0,9.09,9.09,0,0,9.09,0,0.1109,0.1444,1
3.57,14.29,7.14,0,0,0,0,0,3.57,0,7.14,3.57,10.71,3.57,10.71,7.14,14.29,7.14,0,7.14,0.0531,0.0662,1
0,0,0,0,23.08,0,0,0,30.77,7.69,0,0,7.69,0,0,0,0,23.08,0,7.69,0.0341,0.0565,1
14.29,0,0,4.76,9.52,28.57,0,0,9.52,4.76,0,0,4.76,0,4.76,9.52,4.76,0,0,4.76,0.1023,0.0913,1
0,5.26,5.26,5.26,5.26,0,5.26,5.26,10.53,10.53,5.26,0,5.26,0,10.53,0,0,10.53,15.79,0,0.1287,0.1342,1
0,6.67,13.33,6.67,0,0,0,6.67,0,13.33,6.67,0,20,0,0,6.67,6.67,6.67,0,6.67,0.052,0.0585,1
17.86,0,3.57,0,0,14.29,7.14,0,3.57,10.71,0,3.57,7.14,3.57,0,3.57,0,25,0,0,0.0467,0.0365,1
0,0,0,0,0,10,0,5,5,35,0,5,5,0,15,0,5,10,0,5,0.1008,0.1148,1
20,6.67,6.67,0,6.67,6.67,0,0,13.33,6.67,0,6.67,6.67,0,0,0,6.67,13.33,0,0,0.0793,0.0755,1
3.57,10.71,3.57,0,0,7.14,7.14,0,7.14,17.86,0,0,7.14,0,21.43,0,3.57,10.71,0,0,0.1181,0.1047,1
13.33,0,20,0,0,6.67,0,0,13.33,6.67,6.67,13.33,0,0,13.33,0,6.67,0,0,0,0.0804,0.0977,1
0,0,7.69,0,7.69,0,0,0,0,46.15,7.69,7.69,7.69,0,0,0,7.69,7.69,0,0,0.0408,0.0239,1
0,0,4.17,29.17,0,0,0,12.5,25,4.17,0,4.17,0,0,0,4.17,4.17,0,8.33,4.17,0.097,0.1215,1
4.17,4.17,4.17,4.17,12.5,0,8.33,0,8.33,4.17,0,0,12.5,4.17,4.17,0,12.5,12.5,4.17,0,0.0701,0.0636,1
6.67,0,0,33.33,3.33,0,0,0,23.33,16.67,0,6.67,0,10,0,0,0,0,0,0,0.0729,0.0848,1
0,0,0,0,0,0,0,0,7.69,15.38,0,0,38.46,0,0,0,0,0,38.46,0,0.1305,0.0708,1
7.14,3.57,0,0,0,10.71,7.14,10.71,14.29,7.14,0,3.57,3.57,3.57,0,0,10.71,14.29,0,3.57,0.0773,0.0719,1
6.67,6.67,0,0,13.33,6.67,0,0,0,0,6.67,6.67,0,13.33,0,0,6.67,13.33,20,0,0.0822,0.0817,1
